Flight_ID,Airline,Departure_City,Arrival_City,Departure_Time,Arrival_Time,Flight_Type,Aircraft_Type,Seats_Available,Price,Meal_Option,Flight_Status,Gate_Number,Gate_Type,Duration (hrs),Baggage_Allowance,Cancellation_Policy,Seat_Class,WiFi_Available,Entertainment_Options,Loyalty_Points_Earned,Layovers,Boarding_Group,Eco_Friendly_Flight,Crew_Language_Support,Inflight_Services,Seat_Availability,Ticket_Flexibility,Discounts_Available,Customer_Rating
95,JetBlue,San Francisco,Los Angeles,06:00 PM,02:00 PM,Domestic,Airbus A350,5,245,Vegetarian,Delayed,47,International,8.3,15kg,Non-refundable,First Class,Yes,None,1056,3+ Stops,Group B,Yes,English,Sleep Kit,Limited Availability,Fully Flexible,Frequent Flyer Discount,4.6
96,Frontier,Las Vegas,Denver,08:00 AM,10:00 AM,Domestic,Boeing 737,22,563,Vegetarian,Delayed,49,Domestic,8.3,20kg,Fully Refundable,First Class,No,None,2089,None,Group D,No,Spanish,Sleep Kit,Fully Booked,Changeable with Fee,None,4.4
97,American,Miami,Phoenix,06:00 AM,04:00 PM,Domestic,Boeing 737,30,593,Vegan,On Time,8,International,7.7,25kg,Non-refundable,Economy,No,Games,2868,1 Stop,Group C,Yes,English,None,Limited Availability,Changeable with Fee,Military Discount,4.0
98,American,Dallas,Miami,10:00 AM,04:00 PM,International,Airbus A350,20,408,None,Delayed,28,International,8.6,20kg,Fully Refundable,Premium Economy,Yes,Games,649,1 Stop,Group D,Yes,French,Sleep Kit,Limited Availability,Non-Changeable,Military Discount,4.1
99,Alaska Airlines,Miami,San Francisco,06:00 PM,08:00 AM,International,Embraer E190,18,244,Vegetarian,On Time,10,International,7.5,30kg,Refundable with Fee,Premium Economy,No,None,1320,None,Group A,No,English,Sleep Kit,Limited Availability,Changeable with Fee,Frequent Flyer Discount,3.7
100,United,Houston,Phoenix,08:00 AM,12:00 PM,Domestic,Embraer E190,14,296,Non-Vegetarian,On Time,39,International,9.2,20kg,Fully Refundable,First Class,Yes,Movies & TV,3089,2 Stops,Group B,No,Spanish,Sleep Kit,Available,Changeable with Fee,None,4.6
101,Frontier,Charlotte,Atlanta,08:00 PM,04:00 PM,Domestic,Airbus A350,24,630,Non-Vegetarian,Delayed,24,International,7.8,Unlimited,Refundable with Fee,Premium Economy,No,Music,1324,3+ Stops,Group A,No,Chinese,None,Available,Non-Changeable,Senior Citizen Discount,4.7
102,JetBlue,Atlanta,Washington D.C.,02:00 PM,08:00 PM,Domestic,Airbus A320,6,237,Vegan,Cancelled,43,Domestic,7.2,Unlimited,Non-refundable,Business,Yes,None,4071,1 Stop,Group D,Yes,Spanish,Complimentary Drinks,Limited Availability,Non-Changeable,Frequent Flyer Discount,3.7
103,JetBlue,Chicago,Orlando,12:00 PM,12:00 PM,Domestic,Boeing 777,27,476,Gluten-Free,On Time,1,Domestic,6.2,25kg,Refundable with Fee,Premium Economy,No,Movies & TV,4153,1 Stop,Group B,No,French,Complimentary Drinks,Fully Booked,Non-Changeable,Student Discount,3.4
104,Alaska Airlines,Dallas,Charlotte,08:00 PM,06:00 PM,International,Embraer E190,16,750,Gluten-Free,On Time,32,Domestic,3.4,Unlimited,Fully Refundable,First Class,Yes,Movies & TV,1894,2 Stops,Group C,No,English,Priority Boarding,Limited Availability,Changeable with Fee,Senior Citizen Discount,3.7
105,JetBlue,San Francisco,San Francisco,06:00 AM,04:00 PM,International,Boeing 777,22,230,None,On Time,24,International,6.0,25kg,Non-refundable,Premium Economy,No,Games,862,2 Stops,Group C,Yes,French,Sleep Kit,Fully Booked,Non-Changeable,Military Discount,4.7
106,Delta,New York,Charlotte,10:00 AM,08:00 PM,International,Embraer E190,11,172,None,Cancelled,13,International,11.3,15kg,Refundable with Fee,Economy,No,Movies & TV,2678,1 Stop,Group D,No,Multilingual,Priority Boarding,Limited Availability,Non-Changeable,Frequent Flyer Discount,3.4
107,Southwest,Orlando,Chicago,12:00 PM,12:00 PM,International,Embraer E190,7,129,Non-Vegetarian,Delayed,23,International,1.5,15kg,Fully Refundable,Premium Economy,Yes,None,2035,2 Stops,Group C,Yes,French,Complimentary Drinks,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.1
108,American,Washington D.C.,Phoenix,08:00 PM,12:00 PM,Domestic,Embraer E190,14,619,Non-Vegetarian,On Time,20,Domestic,5.4,30kg,Refundable with Fee,First Class,Yes,Music,2708,None,Group B,No,Chinese,None,Available,Changeable with Fee,None,3.5
109,American,Washington D.C.,Denver,04:00 PM,04:00 PM,Domestic,Airbus A350,26,678,Vegan,On Time,48,Domestic,11.9,30kg,Refundable with Fee,Premium Economy,No,Games,1467,2 Stops,Group D,Yes,French,Complimentary Drinks,Fully Booked,Changeable with Fee,Military Discount,3.8
110,American,Boston,Boston,06:00 PM,08:00 PM,International,Embraer E190,11,688,Non-Vegetarian,Delayed,18,International,11.3,Unlimited,Non-refundable,Economy,No,None,4593,2 Stops,Group B,Yes,French,Sleep Kit,Available,Fully Flexible,Student Discount,3.7
111,United,Miami,Houston,08:00 PM,08:00 PM,International,Boeing 777,28,371,Vegetarian,Cancelled,3,Domestic,8.5,15kg,Non-refundable,Economy,Yes,Music,4642,2 Stops,Group B,Yes,Chinese,Extra Legroom,Limited Availability,Changeable with Fee,Military Discount,3.1
112,Southwest,Los Angeles,Chicago,12:00 PM,12:00 PM,International,Airbus A320,17,160,Non-Vegetarian,Delayed,26,International,1.5,25kg,Refundable with Fee,Premium Economy,Yes,Movies & TV,1960,3+ Stops,Group D,No,English,Extra Legroom,Fully Booked,Changeable with Fee,Student Discount,5.0
113,Alaska Airlines,Dallas,Denver,06:00 PM,12:00 PM,International,Boeing 777,28,501,Vegetarian,Cancelled,40,Domestic,3.6,20kg,Refundable with Fee,First Class,No,None,1943,3+ Stops,Group C,Yes,Spanish,Sleep Kit,Available,Fully Flexible,None,4.9
114,Frontier,San Francisco,Miami,06:00 PM,06:00 PM,Domestic,Boeing 737,11,169,None,Delayed,29,Domestic,1.9,15kg,Fully Refundable,Business,No,Music,1352,1 Stop,Group C,No,English,Priority Boarding,Fully Booked,Non-Changeable,Student Discount,3.5
115,Delta,Denver,Las Vegas,12:00 PM,08:00 AM,International,Boeing 777,18,704,Vegetarian,Delayed,44,International,10.0,30kg,Non-refundable,First Class,No,Movies & TV,1919,2 Stops,Group B,No,Multilingual,Priority Boarding,Fully Booked,Changeable with Fee,Student Discount,3.8
116,American,New York,Washington D.C.,04:00 PM,08:00 PM,International,Airbus A320,22,747,Vegan,On Time,49,International,8.3,Unlimited,Non-refundable,Economy,Yes,None,3668,3+ Stops,Group A,No,French,Extra Legroom,Fully Booked,Non-Changeable,Senior Citizen Discount,4.4
117,Spirit,Denver,Atlanta,12:00 PM,12:00 PM,International,Embraer E190,27,329,Non-Vegetarian,On Time,31,International,6.7,25kg,Refundable with Fee,First Class,Yes,None,2993,None,Group B,Yes,Chinese,Extra Legroom,Available,Changeable with Fee,Military Discount,3.6
118,Delta,Washington D.C.,Seattle,12:00 PM,10:00 AM,International,Airbus A320,19,359,Non-Vegetarian,On Time,27,International,8.9,25kg,Fully Refundable,Premium Economy,Yes,Games,2425,3+ Stops,Group A,No,Spanish,Extra Legroom,Limited Availability,Changeable with Fee,None,4.5
119,Alaska Airlines,Miami,Los Angeles,02:00 PM,06:00 AM,Domestic,Airbus A350,18,597,Vegetarian,Delayed,40,International,6.7,20kg,Non-refundable,First Class,Yes,Music,4447,1 Stop,Group D,Yes,Chinese,Complimentary Drinks,Limited Availability,Fully Flexible,None,4.6
120,Frontier,Las Vegas,Boston,06:00 AM,04:00 PM,International,Airbus A350,14,538,None,Delayed,48,Domestic,7.8,15kg,Non-refundable,Premium Economy,No,Games,888,3+ Stops,Group A,Yes,Spanish,Sleep Kit,Fully Booked,Non-Changeable,Frequent Flyer Discount,3.4
121,American,Seattle,Los Angeles,12:00 PM,06:00 PM,Domestic,Boeing 777,16,401,None,On Time,13,International,4.0,25kg,Fully Refundable,Business,No,Movies & TV,1583,1 Stop,Group D,No,Chinese,Sleep Kit,Limited Availability,Changeable with Fee,Student Discount,4.7
122,Southwest,Las Vegas,Boston,06:00 AM,02:00 PM,International,Airbus A320,14,291,Gluten-Free,On Time,47,Domestic,9.4,Unlimited,Non-refundable,First Class,No,Movies & TV,2601,2 Stops,Group A,Yes,English,Sleep Kit,Limited Availability,Fully Flexible,Student Discount,5.0
123,Alaska Airlines,New York,Atlanta,06:00 AM,06:00 PM,Domestic,Airbus A350,16,225,Vegan,Delayed,10,Domestic,7.9,20kg,Non-refundable,Business,No,Games,1346,2 Stops,Group A,No,Spanish,Complimentary Drinks,Limited Availability,Fully Flexible,Frequent Flyer Discount,4.7
124,JetBlue,New York,Charlotte,02:00 PM,04:00 PM,International,Airbus A350,7,687,None,Cancelled,2,Domestic,4.4,20kg,Refundable with Fee,Business,No,Music,1781,3+ Stops,Group D,No,English,Priority Boarding,Available,Changeable with Fee,Student Discount,4.4
125,United,Orlando,Charlotte,08:00 AM,12:00 PM,Domestic,Airbus A350,27,206,None,Cancelled,49,International,7.7,15kg,Fully Refundable,Economy,No,Games,4803,None,Group A,No,Chinese,Complimentary Drinks,Fully Booked,Changeable with Fee,Military Discount,3.9
126,JetBlue,Boston,Atlanta,08:00 AM,08:00 AM,International,Boeing 777,27,370,Non-Vegetarian,Cancelled,32,Domestic,8.1,30kg,Non-refundable,Premium Economy,No,Movies & TV,4210,2 Stops,Group B,No,Multilingual,Complimentary Drinks,Available,Fully Flexible,Military Discount,4.1
127,Southwest,Phoenix,Orlando,04:00 PM,06:00 PM,International,Airbus A350,9,436,Vegan,On Time,41,Domestic,2.8,15kg,Refundable with Fee,Economy,Yes,Music,4247,2 Stops,Group A,No,Spanish,None,Fully Booked,Changeable with Fee,Military Discount,4.3
128,Spirit,New York,Los Angeles,06:00 AM,08:00 PM,International,Boeing 777,14,250,Vegetarian,On Time,41,International,2.1,15kg,Non-refundable,Premium Economy,No,Movies & TV,4967,2 Stops,Group D,No,English,None,Fully Booked,Fully Flexible,Student Discount,3.5
129,American,New York,Dallas,06:00 AM,04:00 PM,Domestic,Embraer E190,13,130,Gluten-Free,Cancelled,15,Domestic,7.3,25kg,Non-refundable,Economy,Yes,Movies & TV,4602,None,Group D,Yes,French,None,Available,Non-Changeable,Military Discount,4.8
130,Southwest,Charlotte,Washington D.C.,12:00 PM,12:00 PM,Domestic,Boeing 777,5,546,None,Delayed,26,International,7.1,15kg,Non-refundable,Premium Economy,No,None,3729,1 Stop,Group B,Yes,French,Sleep Kit,Fully Booked,Non-Changeable,None,4.9
131,Alaska Airlines,Phoenix,Seattle,12:00 PM,08:00 AM,International,Boeing 777,26,438,Vegetarian,On Time,8,International,10.0,15kg,Fully Refundable,First Class,Yes,Movies & TV,4821,3+ Stops,Group A,Yes,French,Complimentary Drinks,Limited Availability,Non-Changeable,Senior Citizen Discount,3.5
132,American,Las Vegas,Las Vegas,06:00 AM,10:00 AM,Domestic,Boeing 777,9,680,Gluten-Free,Cancelled,21,Domestic,6.4,Unlimited,Fully Refundable,First Class,Yes,Games,3895,3+ Stops,Group B,No,Multilingual,Sleep Kit,Available,Fully Flexible,Student Discount,3.2
133,Southwest,Miami,Charlotte,12:00 PM,02:00 PM,International,Embraer E190,20,117,Non-Vegetarian,On Time,23,International,2.5,25kg,Refundable with Fee,First Class,Yes,Games,2708,None,Group C,Yes,Spanish,Sleep Kit,Limited Availability,Non-Changeable,Senior Citizen Discount,4.1
134,Delta,Orlando,Miami,08:00 AM,04:00 PM,International,Embraer E190,23,737,Gluten-Free,Delayed,38,Domestic,11.1,20kg,Fully Refundable,Premium Economy,No,Music,2332,None,Group C,No,Multilingual,Sleep Kit,Limited Availability,Fully Flexible,Frequent Flyer Discount,4.5
135,American,Phoenix,Seattle,04:00 PM,04:00 PM,International,Airbus A320,11,250,Gluten-Free,Cancelled,25,International,4.7,20kg,Non-refundable,Economy,Yes,Games,931,None,Group A,No,Spanish,Complimentary Drinks,Available,Fully Flexible,Senior Citizen Discount,4.7
136,Southwest,Miami,Chicago,08:00 PM,10:00 AM,International,Boeing 777,25,212,None,Delayed,44,Domestic,7.2,25kg,Non-refundable,Premium Economy,No,Music,3984,None,Group C,No,Multilingual,Extra Legroom,Available,Non-Changeable,None,4.4
137,Delta,Atlanta,Los Angeles,12:00 PM,12:00 PM,International,Airbus A350,30,508,Non-Vegetarian,On Time,7,International,6.2,20kg,Refundable with Fee,First Class,No,Games,4106,3+ Stops,Group D,Yes,Chinese,None,Available,Fully Flexible,Frequent Flyer Discount,3.4
138,Frontier,Denver,Los Angeles,10:00 AM,08:00 AM,Domestic,Boeing 737,19,354,Gluten-Free,On Time,12,Domestic,5.8,20kg,Fully Refundable,Economy,No,Movies & TV,3088,2 Stops,Group C,Yes,Multilingual,Sleep Kit,Available,Changeable with Fee,Student Discount,4.4
139,Frontier,New York,Charlotte,10:00 AM,04:00 PM,Domestic,Boeing 737,11,639,Vegetarian,On Time,44,International,9.6,30kg,Refundable with Fee,First Class,Yes,Music,3725,2 Stops,Group D,Yes,Chinese,Priority Boarding,Limited Availability,Non-Changeable,None,3.1
140,United,Washington D.C.,Washington D.C.,06:00 AM,10:00 AM,Domestic,Boeing 777,6,312,Non-Vegetarian,Delayed,34,Domestic,4.3,15kg,Non-refundable,Premium Economy,Yes,Games,2387,2 Stops,Group B,Yes,Spanish,Priority Boarding,Available,Non-Changeable,Military Discount,4.3
141,JetBlue,New York,Los Angeles,04:00 PM,10:00 AM,Domestic,Boeing 777,17,366,Vegan,Cancelled,23,Domestic,1.8,Unlimited,Non-refundable,Premium Economy,Yes,None,2265,2 Stops,Group B,No,Multilingual,Complimentary Drinks,Limited Availability,Changeable with Fee,Military Discount,3.1
142,Spirit,Houston,San Francisco,08:00 PM,06:00 PM,International,Boeing 737,11,196,None,Cancelled,9,Domestic,2.7,20kg,Fully Refundable,Premium Economy,No,Games,1480,2 Stops,Group B,No,Multilingual,None,Limited Availability,Non-Changeable,Student Discount,3.8
143,Frontier,Denver,Atlanta,12:00 PM,08:00 AM,International,Boeing 777,11,617,Non-Vegetarian,Delayed,46,Domestic,9.0,20kg,Non-refundable,First Class,No,Music,4827,None,Group C,Yes,Multilingual,Sleep Kit,Limited Availability,Non-Changeable,Frequent Flyer Discount,4.0
144,Southwest,Phoenix,Seattle,04:00 PM,08:00 PM,Domestic,Boeing 737,8,593,Gluten-Free,Cancelled,34,Domestic,10.4,15kg,Non-refundable,Premium Economy,Yes,None,822,2 Stops,Group C,Yes,French,Priority Boarding,Limited Availability,Fully Flexible,Military Discount,4.0
145,Frontier,San Francisco,Houston,06:00 PM,12:00 PM,Domestic,Boeing 737,14,575,Gluten-Free,Delayed,35,Domestic,1.6,30kg,Fully Refundable,Business,Yes,None,500,2 Stops,Group D,No,Spanish,None,Fully Booked,Fully Flexible,Military Discount,3.9
146,Delta,Chicago,Dallas,06:00 PM,04:00 PM,Domestic,Boeing 737,29,636,Vegetarian,On Time,41,Domestic,8.2,Unlimited,Refundable with Fee,Economy,No,Music,4633,2 Stops,Group B,Yes,Multilingual,Complimentary Drinks,Fully Booked,Changeable with Fee,Student Discount,3.5
147,Spirit,San Francisco,Chicago,06:00 AM,08:00 AM,International,Boeing 737,20,589,Vegan,Delayed,32,International,1.1,30kg,Non-refundable,Business,No,Movies & TV,2958,None,Group B,Yes,Spanish,Complimentary Drinks,Limited Availability,Changeable with Fee,Senior Citizen Discount,4.5
148,Frontier,Boston,Atlanta,06:00 PM,06:00 AM,International,Airbus A350,5,235,None,Cancelled,39,International,2.4,25kg,Non-refundable,First Class,No,Games,2030,1 Stop,Group A,Yes,French,None,Fully Booked,Changeable with Fee,Military Discount,4.1
149,Frontier,Phoenix,Washington D.C.,08:00 PM,04:00 PM,Domestic,Airbus A320,27,427,Vegan,Cancelled,28,International,4.1,30kg,Fully Refundable,Economy,No,Music,1082,3+ Stops,Group D,Yes,English,None,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.9
150,Southwest,Seattle,Dallas,02:00 PM,10:00 AM,Domestic,Boeing 737,24,639,Gluten-Free,On Time,18,International,5.4,25kg,Refundable with Fee,Premium Economy,Yes,Games,2852,3+ Stops,Group A,Yes,Multilingual,Sleep Kit,Limited Availability,Fully Flexible,None,3.8
151,Delta,New York,Miami,12:00 PM,02:00 PM,International,Airbus A320,15,582,Vegan,Cancelled,49,Domestic,4.7,20kg,Refundable with Fee,Economy,No,Movies & TV,1398,2 Stops,Group C,Yes,Chinese,None,Available,Fully Flexible,Military Discount,4.2
152,Spirit,Boston,Phoenix,10:00 AM,06:00 PM,Domestic,Embraer E190,13,122,None,Cancelled,32,International,6.8,20kg,Non-refundable,First Class,Yes,Games,3373,2 Stops,Group C,Yes,French,Extra Legroom,Limited Availability,Fully Flexible,Military Discount,4.3
153,JetBlue,Phoenix,Chicago,10:00 AM,06:00 PM,International,Boeing 737,12,275,None,Delayed,43,Domestic,8.3,20kg,Refundable with Fee,Premium Economy,Yes,None,2049,1 Stop,Group C,Yes,Chinese,None,Available,Fully Flexible,Frequent Flyer Discount,4.1
154,Spirit,Seattle,Miami,04:00 PM,12:00 PM,International,Embraer E190,14,617,Non-Vegetarian,Delayed,44,International,4.2,Unlimited,Fully Refundable,Business,No,Movies & TV,3945,None,Group A,Yes,Spanish,None,Available,Changeable with Fee,Military Discount,4.7
155,Southwest,Seattle,Boston,10:00 AM,12:00 PM,International,Airbus A320,17,185,Non-Vegetarian,Delayed,10,Domestic,5.1,15kg,Refundable with Fee,Premium Economy,No,Music,4757,1 Stop,Group C,No,French,None,Available,Fully Flexible,Student Discount,4.8
156,Alaska Airlines,Seattle,Dallas,12:00 PM,06:00 PM,Domestic,Airbus A320,23,518,Gluten-Free,On Time,49,International,3.3,15kg,Fully Refundable,Economy,No,None,1480,2 Stops,Group B,Yes,English,Sleep Kit,Available,Changeable with Fee,None,4.4
157,Delta,Dallas,Los Angeles,08:00 PM,02:00 PM,International,Airbus A320,21,371,None,Delayed,23,International,3.2,30kg,Refundable with Fee,Premium Economy,No,Games,1763,None,Group D,Yes,Multilingual,Sleep Kit,Limited Availability,Fully Flexible,Senior Citizen Discount,4.9
158,Alaska Airlines,Chicago,Denver,06:00 PM,12:00 PM,International,Airbus A350,18,183,Non-Vegetarian,Cancelled,36,Domestic,6.6,20kg,Refundable with Fee,Premium Economy,Yes,Movies & TV,2015,None,Group A,No,Multilingual,None,Available,Changeable with Fee,Military Discount,4.1
159,JetBlue,Houston,Miami,06:00 PM,04:00 PM,International,Boeing 777,24,185,Vegan,Delayed,35,Domestic,11.2,25kg,Refundable with Fee,First Class,No,Movies & TV,4853,2 Stops,Group A,Yes,Multilingual,Complimentary Drinks,Fully Booked,Fully Flexible,Student Discount,3.4
160,Delta,Dallas,Seattle,02:00 PM,02:00 PM,International,Embraer E190,11,125,Vegetarian,Delayed,15,International,6.3,15kg,Refundable with Fee,Business,Yes,Movies & TV,2040,3+ Stops,Group B,No,Spanish,Sleep Kit,Fully Booked,Changeable with Fee,None,3.0
161,Delta,Washington D.C.,New York,08:00 PM,10:00 AM,Domestic,Boeing 777,11,550,Non-Vegetarian,Delayed,34,International,6.6,30kg,Refundable with Fee,First Class,Yes,Music,4200,2 Stops,Group C,Yes,Spanish,Sleep Kit,Limited Availability,Non-Changeable,None,3.2
162,United,Dallas,Denver,08:00 PM,10:00 AM,International,Boeing 777,8,729,Vegan,On Time,34,International,6.0,25kg,Refundable with Fee,Economy,Yes,Games,3577,2 Stops,Group C,No,Spanish,Priority Boarding,Available,Changeable with Fee,Military Discount,3.4
163,Delta,Las Vegas,Washington D.C.,06:00 PM,12:00 PM,Domestic,Airbus A320,28,742,Gluten-Free,Delayed,5,Domestic,4.3,30kg,Non-refundable,Premium Economy,Yes,Music,2774,3+ Stops,Group B,No,French,Complimentary Drinks,Fully Booked,Fully Flexible,Senior Citizen Discount,4.2
164,Spirit,Las Vegas,Dallas,06:00 AM,08:00 PM,International,Embraer E190,18,796,Gluten-Free,Cancelled,15,International,3.5,15kg,Refundable with Fee,Business,No,Movies & TV,1930,3+ Stops,Group A,Yes,Spanish,None,Available,Non-Changeable,Military Discount,3.6
165,JetBlue,Houston,Chicago,04:00 PM,08:00 AM,Domestic,Airbus A320,24,505,Vegetarian,On Time,16,Domestic,8.6,20kg,Non-refundable,Business,No,None,2191,None,Group A,No,Chinese,Priority Boarding,Limited Availability,Changeable with Fee,None,4.8
166,Spirit,New York,Los Angeles,06:00 AM,08:00 AM,Domestic,Boeing 737,5,546,Gluten-Free,Delayed,23,International,4.9,30kg,Refundable with Fee,First Class,No,Movies & TV,3396,None,Group D,Yes,English,Complimentary Drinks,Fully Booked,Non-Changeable,Senior Citizen Discount,3.5
167,Frontier,Orlando,Denver,02:00 PM,04:00 PM,Domestic,Boeing 777,29,154,Vegetarian,On Time,36,International,4.8,30kg,Refundable with Fee,First Class,Yes,None,4995,None,Group B,No,French,Priority Boarding,Fully Booked,Non-Changeable,Senior Citizen Discount,4.8
168,Southwest,Atlanta,Boston,02:00 PM,02:00 PM,Domestic,Boeing 777,7,147,None,Cancelled,39,Domestic,8.3,Unlimited,Non-refundable,Business,No,Games,3604,3+ Stops,Group B,No,Multilingual,Sleep Kit,Available,Fully Flexible,Student Discount,4.3
169,American,Washington D.C.,Orlando,08:00 PM,10:00 AM,International,Embraer E190,24,215,None,Delayed,31,International,3.1,Unlimited,Fully Refundable,Business,No,Games,3267,3+ Stops,Group B,No,Spanish,Extra Legroom,Fully Booked,Fully Flexible,Student Discount,3.6
170,Frontier,Houston,Charlotte,08:00 AM,06:00 PM,International,Embraer E190,24,139,Gluten-Free,Delayed,36,Domestic,6.7,Unlimited,Fully Refundable,Premium Economy,Yes,Games,967,None,Group D,No,French,Extra Legroom,Fully Booked,Fully Flexible,None,3.3
171,Delta,San Francisco,Denver,10:00 AM,04:00 PM,Domestic,Airbus A320,25,212,Non-Vegetarian,Cancelled,33,Domestic,8.9,25kg,Non-refundable,Premium Economy,No,None,982,2 Stops,Group B,Yes,Chinese,Priority Boarding,Fully Booked,Changeable with Fee,Frequent Flyer Discount,3.7
